date,platform,acquisition_source,dau,dau_via_notifications,dau_via_launcher,dau_via_deeplink,installs,uninstalls,d0_uninstalls,d1,d7,d30,pvs,sessions,logins,avg_engagement_time_per_user,avg_sessions_per_user,avg_pvs_per_session,pct_d0_notification_opt_in,pct_d0_login,pct_dau_logged_in,pct_dau_via_notifications,pct_dau_via_launcher,pct_dau_via_deeplink,net_installs,week,month,d1_cohort_day,d7_cohort_day,d30_cohort_day,d1_cohort_week,d7_cohort_week,d30_cohort_week,d1_cohort_month,d7_cohort_month,d30_cohort_month,d1_users,d7_users,d30_users,avg_engagement_time,d0_notification_opt_in,d0_login,dau_logged_in,d1_corrected,d7_corrected,d30_corrected,d1_installs,d7_installs,d30_installs
2026-01-01,ios,organic,239731,39025,206023,14196,1583,0,0,0.345094664,0.285591027,0.24496124,3182069,457697,256,341.7475797,1.90921074,6.952348388,0.385786802,0.194585448,0.252203511,0.162786623,0.859392402,0.059216372,1583,2026-W01,Jan-26,31-Dec-2025,25-Dec-2025,2-Dec-2025,2025-W53,2025-W52,2025-W49,Dec-25,Dec-25,Dec-25,540.07,464.94,550.67,"81,927,489.03",610.70,308.03,"60,461.00",0.375838926,0.292785235,0.287751678,"1,565","1,628","2,248"
2025-05-01,android,paid,42329,21186,18724,8640,"4,137",2755,1183,0.27154118,0.144695212,0,443305,78285,675,741.5568995,1.849441281,5.662706777,0.701235895,0.136754433,0.257435801,0.500507926,0.442344492,0.204115382,3633,2025-W18,May-25,30-Apr-2025,24-Apr-2025,1-Apr-2025,2025-W18,2025-W17,2025-W14,Apr-25,Apr-25,Apr-25,,,,"31,389,362.00","2,901.01",565.75,"10,897.00",0.249865664,0.176249328,0.054540570,,,
2025-05-01,android,others,3180,1453,863,1344,275,107,47,0.352941176,0.175163399,2.593137255,31120,5657,42,964.2534591,1.778930818,5.501149019,0.629496403,0.179856115,0.405345912,0.456918239,0.271383648,0.422641509,26,2025-W18,May-25,30-Apr-2025,24-Apr-2025,1-Apr-2025,2025-W18,2025-W17,2025-W14,Apr-25,Apr-25,Apr-25,,,,"3,066,326.00",173.11,49.46,"1,289.00",0.323741007,0.284172662,0.129496403,,,
2025-05-01,ios,WTA,2821,1135,1846,275,142,0,0,0.384615385,0.16,0,35011,5611,0,255.1644807,1.989010989,6.239707717,0.25,0.0625,0.253456221,0.402339596,0.65437788,0.097483162,558,2025-W18,May-25,30-Apr-2025,24-Apr-2025,1-Apr-2025,2025-W18,2025-W17,2025-W14,Apr-25,Apr-25,Apr-25,,,,"719,819.00",35.50,8.88,715.00,0.187500000,0.062500000,0.062500000,,,
2025-05-01,ios,paid,3910,1391,2879,206,157,0,0,0,0,0,92469,12573,8,532.6849105,3.215601023,7.354569315,,,0.357289003,0.355754476,0.736317136,0.052685422,0,2025-W18,May-25,30-Apr-2025,24-Apr-2025,1-Apr-2025,2025-W18,2025-W17,2025-W14,Apr-25,Apr-25,Apr-25,,,,"2,082,798.00",,,"1,397.00",0.000000000,0.000000000,0.000000000,,,
2025-05-01,android,organic,269766,87343,149678,76173,"1,739",2571,571,0.335202243,0.219038523,0,4375292,710288,637,1068.174974,2.632978211,6.159884441,0.632090762,0.145867099,0.328303048,0.323773196,0.554843828,0.28236694,-2513,2025-W18,May-25,30-Apr-2025,24-Apr-2025,1-Apr-2025,2025-W18,2025-W17,2025-W14,Apr-25,Apr-25,Apr-25,,,,"288,157,290.04","1,099.21",253.66,"88,565.00",0.318071313,0.249594814,0.111426256,,,
2025-05-01,android,All,335109,119669,173712,94575,"7,446",6360,2147,0.266642238,0.168799758,0.047947068,5024424,827807,1523,999.2394236,2.470261915,6.069559692,0.685907859,0.140379404,0.313229427,0.357104703,0.518374618,0.282221606,794,2025-W18,May-25,30-Apr-2025,24-Apr-2025,1-Apr-2025,2025-W18,2025-W17,2025-W14,Apr-25,Apr-25,Apr-25,,,,"334,854,124.00","5,107.27","1,045.27","104,966.00",0.271596684,0.197111527,0.075688687,,,
2025-05-01,ios,others,846,373,495,109,18,0,0,0.479262673,0.289915966,1.644067797,9693,1489,0,258.3156028,1.760047281,6.509738079,0.5,0.222826087,0.219858156,0.440898345,0.585106383,0.128841608,1227,2025-W18,May-25,30-Apr-2025,24-Apr-2025,1-Apr-2025,2025-W18,2025-W17,2025-W14,Apr-25,Apr-25,Apr-25,,,,"218,535.00",9.00,4.01,186.00,0.543478261,0.510869565,0.206521739,,,
2025-05-01,ios,organic,339057,97281,267713,19094,753,0,0,0.398780488,0.291937333,0,6316937,933523,94,425.5931716,2.753292219,6.766771681,0.397719651,0.160965795,0.263651834,0.286916359,0.789581103,0.056315015,1837,2025-W18,May-25,30-Apr-2025,24-Apr-2025,1-Apr-2025,2025-W18,2025-W17,2025-W14,Apr-25,Apr-25,Apr-25,,,,"144,300,343.98",299.48,121.21,"89,393.00",0.404426559,0.415157612,0.194500335,,,
2025-05-01,android,WTA,19844,9691,4450,8421,"1,295",927,346,0.140175953,0.130877743,0,174707,33583,169,616.8688772,1.692350333,5.202245184,0.70990099,0.115841584,0.212658738,0.488359202,0.224249143,0.424360008,-352,2025-W18,May-25,30-Apr-2025,24-Apr-2025,1-Apr-2025,2025-W18,2025-W17,2025-W14,Apr-25,Apr-25,Apr-25,,,,"12,241,146.00",919.32,150.01,"4,220.00",0.223762376,0.121782178,0.051485149,,,
2025-05-01,ios,All,346625,100180,272927,19681,"1,070",0,0,0.407803314,0.290625,0.168891468,6454110,953187,102,425.0169376,2.749908402,6.771084792,0.409387998,0.167557932,0.264525063,0.289015507,0.787384061,0.05677894,3622,2025-W18,May-25,30-Apr-2025,24-Apr-2025,1-Apr-2025,2025-W18,2025-W17,2025-W14,Apr-25,Apr-25,Apr-25,,,,"147,321,496.00",438.05,179.29,"91,691.00",0.417504435,0.422235364,0.194559432,,,
2025-05-02,ios,others,804,375,469,89,7,0,0,0.543478261,0.35,1.970238095,8557,1395,1,205.8445274,1.735074627,6.134050179,0.462427746,0.283236994,0.231343284,0.46641791,0.583333333,0.110696517,70,2025-W18,May-25,1-May-2025,25-Apr-2025,2-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,9.78,,,"165,499.00",3.24,1.98,186.00,0.468208092,0.468208092,0.219653179,18,,
2025-05-02,android,WTA,22403,10206,6446,9081,"3,773",2066,1537,0.223762376,0.086015538,0,194724,36485,399,468.7832433,1.62857653,5.337097437,0.859419828,0.112527893,0.204079811,0.455563987,0.287729322,0.405347498,-284,2025-W18,May-25,1-May-2025,25-Apr-2025,2-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,289.77,,,"10,502,151.00","3,242.59",424.57,"4,572.00",0.122728722,0.067899267,0.023270641,"1,295",,
2025-05-02,ios,paid,4020,1471,2900,211,147,0,0,0,1,0,90665,12301,16,482.0654229,3.059950249,7.370538981,,,0.358955224,0.365920398,0.721393035,0.052487562,0,2025-W18,May-25,1-May-2025,25-Apr-2025,2-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,0.00,,,"1,937,903.00",,,"1,443.00",0.000000000,0.000000000,0.000000000,157,,
2025-05-02,android,paid,42977,21380,18966,9076,"4,364",2936,1340,0.249865664,0.140950137,0,435148,78512,648,751.6806664,1.826837611,5.542439372,0.713961694,0.134576613,0.255415687,0.497475394,0.441305815,0.211182726,-2820,2025-W18,May-25,1-May-2025,25-Apr-2025,2-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,"1,033.69",,,"32,304,980.00","3,115.73",587.29,"10,977.00",0.242439516,0.155241935,0.043094758,"4,137",,
2025-05-02,android,organic,271107,89127,149575,75642,"1,770",2947,862,0.318071313,0.195513792,0,4262135,701579,679,993.8563999,2.587830635,6.075060685,0.679652174,0.133913043,0.327675051,0.328752116,0.551719432,0.279011608,-2793,2025-W18,May-25,1-May-2025,25-Apr-2025,2-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,553.13,,,"269,441,427.01","1,202.98",237.03,"88,835.00",0.273391304,0.220173913,0.091130435,"1,739",,
2025-05-02,android,others,3190,1528,839,1271,193,71,32,0.323741007,0.154545455,3.326388889,29593,5553,23,1014.054232,1.740752351,5.329191428,0.627777778,0.188888889,0.406269592,0.478996865,0.263009404,0.398432602,-67,2025-W18,May-25,1-May-2025,25-Apr-2025,2-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,89.03,,,"3,234,833.00",121.16,36.46,"1,296.00",0.266666667,0.183333333,0.094444444,275,,
2025-05-02,ios,WTA,2766,1139,1851,229,180,0,0,0.1875,0.133333333,0,32820,5284,0,222.9699928,1.910339841,6.211203634,0.37037037,0.037037037,0.257411424,0.411785973,0.669197397,0.082791034,1810,2025-W18,May-25,1-May-2025,25-Apr-2025,2-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,26.63,,,"616,735.00",66.67,6.67,712.00,0.185185185,0.037037037,0.074074074,142,,
2025-05-02,ios,organic,340199,99166,268730,18346,673,0,0,0.404426559,0.292055038,0,6131928,914938,104,387.1329663,2.689420016,6.702014781,0.401981599,0.169143666,0.264545163,0.291494096,0.789920017,0.05392726,2391,2025-W18,May-25,1-May-2025,25-Apr-2025,2-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,304.53,,,"131,702,248.00",270.53,113.83,"89,998.00",0.368011323,0.399150743,0.208067941,753,,
2025-05-02,ios,All,347782,102151,273947,18871,"1,007",0,0,0.417504435,0.29650462,0.221108884,6263970,933910,121,386.5133474,2.685331616,6.707252305,0.410224439,0.180174564,0.265508278,0.293721354,0.787697466,0.054261003,4271,2025-W18,May-25,1-May-2025,25-Apr-2025,2-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,446.73,,,"134,422,384.99",413.10,181.44,"92,339.00",0.375697458,0.400495970,0.207067576,"1,070",,
2025-05-02,android,All,339670,122239,175824,95069,"10,100",8020,3771,0.271596684,0.149185668,0.061315924,4921600,822127,1749,928.7938028,2.420369771,5.986423022,0.755069583,0.129821074,0.311119616,0.359875762,0.517631819,0.27988636,-5964,2025-W18,May-25,1-May-2025,25-Apr-2025,2-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,"2,022.31",,,"315,483,391.00","7,626.20","1,311.19","105,678.00",0.214665354,0.147145669,0.051476378,"7,446",,
2025-05-03,android,WTA,19627,9880,4343,7971,"1,345",1061,365,0.122728722,0.133040936,0,165025,32003,148,484.0595099,1.630559943,5.156547824,0.73877551,0.114285714,0.217608397,0.50338819,0.221276813,0.406124217,-435,2025-W18,May-25,2-May-2025,26-Apr-2025,3-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,463.06,,,"9,500,636.00",993.65,153.71,"4,271.00",0.196938776,0.113265306,0.045918367,"3,773",,
2025-05-03,android,others,2991,1428,777,1188,166,84,36,0.266666667,0.173076923,3.223021583,27879,5103,32,921.3259779,1.706118355,5.463256908,0.630952381,0.25,0.411902374,0.477432297,0.259779338,0.397191575,-68,2025-W18,May-25,2-May-2025,26-Apr-2025,3-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,51.47,,,"2,755,686.00",104.74,41.50,"1,232.00",0.285714286,0.226190476,0.101190476,193,,
2025-05-03,ios,WTA,2704,1094,1819,234,124,0,0,0.185185185,0,0,32658,5054,4,219.8905325,1.86908284,6.461812426,0.434782609,0.260869565,0.259615385,0.404585799,0.672707101,0.086538462,175,2025-W18,May-25,2-May-2025,26-Apr-2025,3-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,33.33,,,"594,584.00",53.91,32.35,702.00,0.434782609,0.217391304,0.086956522,180,,
2025-05-03,ios,others,833,375,478,106,26,0,0,0.468208092,0.334841629,1.755319149,8946,1388,0,205.5798319,1.666266507,6.445244957,0.419889503,0.209944751,0.219687875,0.450180072,0.573829532,0.1272509,12,2025-W18,May-25,2-May-2025,26-Apr-2025,3-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,3.28,,,"171,248.00",10.92,5.46,183.00,0.464088398,0.453038674,0.243093923,7,,
2025-05-03,android,paid,41962,21298,18357,8333,"4,155",2944,1342,0.242439516,0.143292683,0,420658,74888,552,707.353844,1.784662314,5.617161628,0.713824637,0.124529317,0.255350079,0.507554454,0.437467232,0.198584434,-2610,2025-W18,May-25,2-May-2025,26-Apr-2025,3-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,"1,058.01",,,"29,681,982.00","2,965.94",517.42,"10,715.00",0.235610543,0.142280796,0.044916622,"4,364",,
2025-05-03,android,organic,262329,85589,144548,72097,"1,632",2487,492,0.273391304,0.205813953,0,4127412,660619,612,940.3136443,2.518284292,6.247794871,0.603242321,0.146757679,0.330722108,0.326265872,0.551017996,0.274834273,-2378,2025-W18,May-25,2-May-2025,26-Apr-2025,3-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,483.90,,,"246,671,538.00",984.49,239.51,"86,758.00",0.318259386,0.248293515,0.122440273,"1,770",,
2025-05-03,ios,paid,3874,1370,2821,209,156,0,0,0,1,0,85244,11615,5,444.1654621,2.998193082,7.339130435,,,0.356995354,0.353639649,0.728187919,0.053949406,0,2025-W18,May-25,2-May-2025,26-Apr-2025,3-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,0.00,,,"1,720,697.00",,,"1,383.00",0.000000000,0.000000000,0.000000000,147,,
2025-05-03,ios,All,339728,93660,269944,18924,870,0,0,0.375697458,0.299398427,0.214146658,6057831,871431,102,373.8557611,2.56508442,6.951589971,0.395265423,0.175753228,0.26734623,0.275691141,0.794588612,0.055703386,203,2025-W18,May-25,2-May-2025,26-Apr-2025,3-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,378.33,,,"127,009,270.01",343.88,152.91,"90,825.00",0.390313390,0.396011396,0.205840456,"1,007",,
2025-05-03,ios,organic,332320,90821,264829,18375,564,0,0,0.368011323,0.296680498,0,5930983,853377,93,374.7073333,2.56793753,6.950015058,0.3875,0.1675,0.266484112,0.273293813,0.796909605,0.055293091,16,2025-W18,May-25,2-May-2025,26-Apr-2025,3-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,247.67,,,"124,522,741.00",218.55,94.47,"88,558.00",0.378333333,0.390833333,0.202500000,673,,
2025-05-03,android,All,326900,118191,168023,89587,"7,298",6576,2235,0.214665354,0.163679245,0.083302343,4740974,772607,1344,882.8688957,2.363435301,6.13633322,0.688501546,0.135085746,0.314989293,0.361550933,0.513988987,0.274050168,-5491,2025-W18,May-25,2-May-2025,26-Apr-2025,3-Apr-2025,2025-W18,2025-W17,2025-W14,May-25,Apr-25,Apr-25,"2,168.12",,,"288,609,842.00","5,024.68",985.86,"102,970.00",0.258391123,0.174757282,0.071567268,"10,100",,
2025-05-04,ios,paid,3787,1269,2818,204,151,0,0,0,0,0,89978,11601,9,507.8185899,3.063374703,7.756055512,,,0.363348297,0.335093742,0.744124637,0.053868497,0,2025-W19,May-25,3-May-2025,27-Apr-2025,4-Apr-2025,2025-W18,2025-W18,2025-W14,May-25,Apr-25,Apr-25,0.00,,,"1,923,109.00",,,"1,376.00",0.000000000,0.000000000,0.000000000,156,,
2025-05-04,android,WTA,19345,9209,4305,8323,"1,263",940,360,0.196938776,0.09025974,0,165269,31988,158,529.8790902,1.65355389,5.166593723,0.741044012,0.113613101,0.217834066,0.47604032,0.222538124,0.430240372,-833,2025-W19,May-25,3-May-2025,27-Apr-2025,4-Apr-2025,2025-W18,2025-W18,2025-W14,May-25,Apr-25,Apr-25,264.88,,,"10,250,511.00",935.94,143.49,"4,214.00",0.239508700,0.136131013,0.061412487,"1,345",,
2025-05-04,android,others,2922,1358,784,1196,167,78,62,0.285714286,0.167368421,3.738738739,28421,5093,23,1030.729637,1.742984257,5.580404477,0.608695652,0.154589372,0.401779603,0.464750171,0.268309377,0.409308693,99,2025-W19,May-25,3-May-2025,27-Apr-2025,4-Apr-2025,2025-W18,2025-W18,2025-W14,May-25,Apr-25,Apr-25,47.43,,,"3,011,792.00",101.65,25.82,"1,174.00",0.222222222,0.154589372,0.091787440,166,,
2025-05-04,ios,organic,330598,89851,264488,18734,602,0,0,0.378333333,0.303761931,0,6081211,848294,138,400.0181308,2.565938088,7.168753993,0.406584992,0.185298622,0.266386971,0.271783253,0.800029038,0.056667009,6,2025-W19,May-25,3-May-2025,27-Apr-2025,4-Apr-2025,2025-W18,2025-W18,2025-W14,May-25,Apr-25,Apr-25,213.38,,,"132,245,194.01",244.76,111.55,"88,067.00",0.395099541,0.379785605,0.228943338,564,,
2025-05-04,android,paid,40660,19889,17960,8442,"4,398",3163,1472,0.235610543,0.126185567,0,421498,72268,575,737.6090261,1.77737334,5.832429291,0.706431535,0.125778008,0.25474668,0.48915396,0.441711756,0.207624201,-3030,2025-W19,May-25,3-May-2025,27-Apr-2025,4-Apr-2025,2025-W18,2025-W18,2025-W14,May-25,Apr-25,Apr-25,978.96,,,"29,991,183.00","3,106.89",553.17,"10,358.00",0.225622407,0.131224066,0.049533195,"4,155",,
2025-05-04,ios,WTA,2675,1050,1794,279,127,0,0,0.434782609,0.041666667,0,33059,5044,0,239.8624299,1.885607477,6.554123711,0.428571429,0.142857143,0.265046729,0.392523364,0.670654206,0.104299065,239,2025-W19,May-25,3-May-2025,27-Apr-2025,4-Apr-2025,2025-W18,2025-W18,2025-W14,May-25,Apr-25,Apr-25,53.91,,,"641,632.00",54.43,18.14,709.00,0.071428571,0.000000000,0.071428571,124,,
2025-05-04,android,organic,259403,81455,142453,75750,"1,683",2614,510,0.318259386,0.204074209,0,4249444,653932,674,1035.960255,2.520911478,6.498296459,0.59469697,0.154040404,0.333484964,0.314009476,0.549157103,0.292016669,-1933,2025-W19,May-25,3-May-2025,27-Apr-2025,4-Apr-2025,2025-W18,2025-W18,2025-W14,May-25,Apr-25,Apr-25,519.40,,,"268,731,198.03","1,000.88",259.25,"86,507.00",0.336279461,0.249158249,0.140572391,"1,632",,
2025-05-04,ios,All,337869,92518,269590,19306,904,0,0,0.39031339,0.305126929,0.218771567,6213629,866273,147,399.5654499,2.563931583,7.172830043,0.414161657,0.191716767,0.267399495,0.273828022,0.797912801,0.057140489,263,2025-W19,May-25,3-May-2025,27-Apr-2025,4-Apr-2025,2025-W18,2025-W18,2025-W14,May-25,Apr-25,Apr-25,339.57,,,"135,000,778.99",374.40,173.31,"90,346.00",0.405046481,0.385790173,0.226427623,870,,
2025-05-04,ios,others,817,348,496,90,24,0,0,0.464088398,0.348039216,1.695187166,9381,1342,0,233.5911873,1.642594859,6.990312966,0.446236559,0.231182796,0.238678091,0.425948592,0.607099143,0.110159119,18,2025-W19,May-25,3-May-2025,27-Apr-2025,4-Apr-2025,2025-W18,2025-W18,2025-W14,May-25,Apr-25,Apr-25,12.07,,,"190,844.00",10.71,5.55,195.00,0.500000000,0.456989247,0.220430108,26,,
2025-05-04,android,All,322318,111909,165499,93705,"7,511",6795,2404,0.258391123,0.145802359,0.088016967,4864632,763272,1430,967.9406177,2.368071284,6.373392447,0.683337901,0.136201699,0.317230189,0.347200591,0.513464963,0.290722206,-5697,2025-W19,May-25,3-May-2025,27-Apr-2025,4-Apr-2025,2025-W18,2025-W18,2025-W14,May-25,Apr-25,Apr-25,"1,885.74",,,"311,984,684.02","5,132.55","1,023.01","102,249.00",0.262810140,0.170307443,0.081445523,"7,298",,
2025-05-05,android,organic,268566,81709,148424,82205,"1,721",2540,657,0.336279461,0.205282113,0,4281239,693856,638,1008.293723,2.583558604,6.170212551,0.60091047,0.137329287,0.330831155,0.304241788,0.552653724,0.306088634,-2468,2025-W19,May-25,4-May-2025,28-Apr-2025,5-Apr-2025,2025-W19,2025-W18,2025-W14,May-25,Apr-25,Apr-25,565.96,,,"270,793,412.01","1,034.17",236.34,"88,850.00",0.314112291,0.219650986,0.119878604,"1,683",,
2025-05-05,android,paid,41742,19385,19400,8950,"4,772",3097,1346,0.225622407,0.135937104,0,435174,75544,624,667.8013512,1.809783911,5.760536906,0.690525232,0.127188465,0.256336544,0.464400364,0.464759714,0.214412342,-1330,2025-W19,May-25,4-May-2025,28-Apr-2025,5-Apr-2025,2025-W19,2025-W18,2025-W14,May-25,Apr-25,Apr-25,992.29,,,"27,875,364.00","3,295.19",606.94,"10,700.00",0.253089598,0.137744593,0.058444902,"4,398",,
2025-05-05,ios,WTA,2729,1073,1851,256,137,0,0,0.071428571,0.0625,0,33608,5214,2,233.9164529,1.91058996,6.445723053,0.619047619,0.333333333,0.263832906,0.393184317,0.678270429,0.093807255,5846,2025-W19,May-25,4-May-2025,28-Apr-2025,5-Apr-2025,2025-W19,2025-W18,2025-W14,May-25,Apr-25,Apr-25,9.07,,,"638,358.00",84.81,45.67,720.00,0.285714286,0.095238095,0.142857143,127,,
2025-05-05,android,WTA,20836,9389,4938,9421,"1,749",1127,585,0.2395087,0.125763126,0,188168,34693,191,450.007439,1.665050873,5.423803073,0.7932726,0.105816398,0.215012478,0.450614321,0.236993665,0.452150125,-114,2025-W19,May-25,4-May-2025,28-Apr-2025,5-Apr-2025,2025-W19,2025-W18,2025-W14,May-25,Apr-25,Apr-25,302.50,,,"9,376,355.00","1,387.43",185.07,"4,480.00",0.180798879,0.090399439,0.050455501,"1,263",,
2025-05-05,android,others,3011,1335,817,1276,479,75,288,0.222222222,0.178466077,3.776,30890,5497,28,957.8711392,1.825639322,5.619428779,0.657608696,0.097826087,0.405845234,0.443374294,0.271338426,0.423779475,1450,2025-W19,May-25,4-May-2025,28-Apr-2025,5-Apr-2025,2025-W19,2025-W18,2025-W14,May-25,Apr-25,Apr-25,37.11,,,"2,884,150.00",314.99,46.86,"1,222.00",0.146739130,0.079710145,0.038043478,167,,
2025-05-05,ios,others,818,338,523,92,14,0,0,0.5,0.251336898,1.867549669,8752,1339,0,209.7616137,1.636919315,6.53622106,0.406593407,0.21978022,0.217603912,0.413202934,0.639364303,0.112469438,75,2025-W19,May-25,4-May-2025,28-Apr-2025,5-Apr-2025,2025-W19,2025-W18,2025-W14,May-25,Apr-25,Apr-25,12.00,,,"171,585.00",5.69,3.08,178.00,0.565934066,0.412087912,0.296703297,24,,
2025-05-05,ios,organic,337430,90650,272088,19396,602,0,0,0.395099541,0.299133911,0,6113396,894250,123,384.9964941,2.650179296,6.836338831,0.424242424,0.174427199,0.265486175,0.268648312,0.80635391,0.057481552,149,2025-W19,May-25,4-May-2025,28-Apr-2025,5-Apr-2025,2025-W19,2025-W18,2025-W14,May-25,Apr-25,Apr-25,237.85,,,"129,909,367.00",255.39,105.01,"89,583.00",0.416112343,0.365853659,0.229859571,602,,
2025-05-05,android,All,334136,111811,173571,101848,"8,721",6839,2876,0.26281014,0.160347651,0.066988362,4935471,809581,1481,930.5470856,2.422908636,6.096327607,0.688620607,0.126822854,0.314973544,0.334627218,0.519462135,0.304810017,-2462,2025-W19,May-25,4-May-2025,28-Apr-2025,5-Apr-2025,2025-W19,2025-W18,2025-W14,May-25,Apr-25,Apr-25,"1,973.97",,,"310,929,280.99","6,005.46","1,106.02","105,244.00",0.252970938,0.151429580,0.074832333,"7,511",,
2025-05-05,ios,paid,4026,1344,3019,202,153,0,0,0,0,0,89827,12409,6,480.0705415,3.082215599,7.238858893,,,0.358917039,0.333830104,0.749875807,0.05017387,0,2025-W19,May-25,4-May-2025,28-Apr-2025,5-Apr-2025,2025-W19,2025-W18,2025-W14,May-25,Apr-25,Apr-25,0.00,,,"1,932,764.00",,,"1,445.00",0.000000000,0.000000000,0.000000000,151,,
2025-05-05,ios,All,344998,93405,277477,19945,906,0,0,0.405046481,0.291666667,0.217424827,6245583,913208,131,384.5009942,2.646995055,6.839168076,0.429220779,0.183766234,0.266453719,0.2707407,0.804285822,0.057811929,6070,2025-W19,May-25,4-May-2025,28-Apr-2025,5-Apr-2025,2025-W19,2025-W18,2025-W14,May-25,Apr-25,Apr-25,366.16,,,"132,652,074.00",388.87,166.49,"91,926.00",0.431876607,0.367609254,0.236503856,904,,
2025-05-06,ios,organic,357545,100357,285968,22548,"1,152",0,0,0.416112343,0.286012526,0,6761766,970813,143,410.3740452,2.715219063,6.965055062,,,0.260845488,0.28068355,0.799809814,0.063063391,117,2025-W19,May-25,5-May-2025,29-Apr-2025,6-Apr-2025,2025-W19,2025-W18,2025-W15,May-25,Apr-25,Apr-25,250.50,,,"146,727,187.99",,,"93,264.00",0.000000000,0.000000000,0.000000000,602,,
2025-05-06,android,organic,280065,86312,159503,80173,"2,066",2690,325,0.314112291,0.21489726,0,4600862,733160,682,1048.607263,2.617820863,6.275386,0.665925514,0.166203446,0.325417314,0.3081856,0.569521361,0.286265688,-214,2025-W19,May-25,5-May-2025,29-Apr-2025,6-Apr-2025,2025-W19,2025-W18,2025-W15,May-25,Apr-25,Apr-25,540.59,,,"293,678,193.11","1,375.80",343.38,"91,138.00",0.482490272,0.245136187,0.130072262,"1,721",,
2025-05-06,ios,others,865,367,547,104,17,0,0,0.565934066,0.365384615,2.17791411,9881,1528,0,240.7687861,1.766473988,6.466623037,0.447630923,0.164588529,0.228901734,0.424277457,0.632369942,0.120231214,6,2025-W19,May-25,5-May-2025,29-Apr-2025,6-Apr-2025,2025-W19,2025-W18,2025-W15,May-25,Apr-25,Apr-25,7.92,,,"208,265.00",7.61,2.80,198.00,0.571487947,0.337489609,0.186201164,14,,
2025-05-06,android,paid,46132,21092,22449,9403,"6,685",3877,2341,0.253089598,0.1390673,0,486191,83540,810,742.182433,1.810890488,5.81985875,0.67193543,0.117033799,0.250498569,0.457209746,0.486625336,0.203828145,-3359,2025-W19,May-25,5-May-2025,29-Apr-2025,6-Apr-2025,2025-W19,2025-W18,2025-W15,May-25,Apr-25,Apr-25,"1,207.74",,,"34,238,360.00","4,491.89",782.37,"11,556.00",0.289053304,0.115856734,0.047755171,"4,772",,
2025-05-06,ios,paid,4496,1560,3336,277,191,0,0,0,0,0,102943,14007,9,502.2279804,3.115435943,7.34939673,,,0.346085409,0.346975089,0.741992883,0.06161032,0,2025-W19,May-25,5-May-2025,29-Apr-2025,6-Apr-2025,2025-W19,2025-W18,2025-W15,May-25,Apr-25,Apr-25,0.00,,,"2,258,017.00",,,"1,556.00",0.000000000,0.000000000,0.000000000,153,,
2025-05-06,ios,WTA,2924,1199,1931,281,149,0,0,0.285714286,0.272727273,0,37716,5769,1,243.9620383,1.972982216,6.537701508,0.588235294,0.117647059,0.261627907,0.41005472,0.660396717,0.096101231,693,2025-W19,May-25,5-May-2025,29-Apr-2025,6-Apr-2025,2025-W19,2025-W18,2025-W15,May-25,Apr-25,Apr-25,39.14,,,"713,345.00",87.65,17.53,765.00,0.470588235,0.000000000,0.000000000,137,,
2025-05-06,android,All,350135,118443,188206,99654,"11,373",7822,3782,0.252970938,0.164256633,0.084786054,5300869,856756,1715,976.486995,2.44693047,6.187139629,0.673457838,0.120260328,0.309609151,0.338278093,0.537524098,0.284615934,2611,2025-W19,May-25,5-May-2025,29-Apr-2025,6-Apr-2025,2025-W19,2025-W18,2025-W15,May-25,Apr-25,Apr-25,"2,206.16",,,"341,902,273.99","7,659.24","1,367.72","108,405.00",0.308091575,0.139679303,0.067383446,"8,721",,
