date,platform,acquisition_source,dau,dau_via_notifications,dau_via_launcher,dau_via_deeplink,installs,uninstalls,d0_uninstalls,d1,d7,d30,pvs,sessions,logins,avg_engagement_time_per_user,avg_sessions_per_user,avg_pvs_per_session,pct_d0_notification_opt_in,pct_d0_login,pct_dau_logged_in,pct_dau_via_notifications,pct_dau_via_launcher,pct_dau_via_deeplink,net_installs,week,month,d1_cohort_day,d7_cohort_day,d30_cohort_day,d1_cohort_week,d7_cohort_week,d30_cohort_week,d1_cohort_month,d7_cohort_month,d30_cohort_month,d1_users,d7_users,d30_users,avg_engagement_time,d0_notification_opt_in,d0_login,dau_logged_in,d1_corrected,d7_corrected,d30_corrected,d1_installs,d7_installs,d30_installs
2025-11-17,android,WTA,16985,9413,3146,6358,295,331,27,0.235294118,0.073684211,0.06918239,109896,27387,32,222.1455402,1.612422726,4.012706759,0.647727273,0.147727273,0.236797174,0.554194878,0.185222255,0.374330291,-36,2025-W47,Nov-25,16-Nov-2025,10-Nov-2025,18-Oct-2025,2025-W47,2025-W46,2025-W42,Nov-25,Nov-25,Oct-25,136.47,25.64,0.48,"3,773,142.00",191.08,43.58,"4,022.00",0.204545455,0.125000000,0.056818182,580,348,7
2025-11-17,ios,others,768,248,508,104,0,0,0,0.166666667,0.141666667,0,4995,960,0,187.7643229,1.25,5.203125,0.375,0.041666667,0.188802083,0.322916667,0.661458333,0.135416667,0,2025-W47,Nov-25,16-Nov-2025,10-Nov-2025,18-Oct-2025,2025-W47,2025-W46,2025-W42,Nov-25,Nov-25,Oct-25,0.33,0.43,0.00,"144,203.00",0.00,0.00,145.00,0.333333333,0.125000000,0.041666667,2,3,"1,381"
2025-11-17,android,All,310301,128936,162252,71461,6923,8305,3190,0.108819623,0.093217948,0.048730964,3505383,699401,1051,365.571429,2.253943751,5.011978822,0.671467147,0.099459946,0.301903636,0.415519125,0.522885843,0.230295745,-1382,2025-W47,Nov-25,16-Nov-2025,10-Nov-2025,18-Oct-2025,2025-W47,2025-W46,2025-W42,Nov-25,Nov-25,Oct-25,"1,134.34","1,041.15",612.65,"113,437,179.99","4,648.57",688.56,"93,681.00",0.159357812,0.095138992,0.043258510,"10,424","11,169","12,572"
2025-11-17,ios,organic,288340,57116,244472,15061,2098,0,0,0.408343869,0.232267884,0.286005435,3323582,605220,125,374.6216099,2.09898037,5.491527048,0.407894737,0.130804954,0.239040716,0.198085593,0.847860165,0.052233474,2098,2025-W47,Nov-25,16-Nov-2025,10-Nov-2025,18-Oct-2025,2025-W47,2025-W46,2025-W42,Nov-25,Nov-25,Oct-25,894.27,"1,352.73",55.20,"108,018,395.00",855.76,274.43,"68,925.00",0.371517028,0.332043344,0.220588235,"2,190","5,824",193
2025-11-17,ios,All,297212,59613,251195,15672,2276,0,0,0.408175014,0.238642437,0.282068063,3430321,626386,139,375.6644113,2.107539399,5.476369204,0.409432673,0.131237184,0.240915575,0.200574001,0.845171124,0.052730038,2276,2025-W47,Nov-25,16-Nov-2025,10-Nov-2025,18-Oct-2025,2025-W47,2025-W46,2025-W42,Nov-25,Nov-25,Oct-25,957.17,"1,482.69",202.52,"111,651,971.01",931.87,298.70,"71,603.00",0.372789116,0.325170068,0.211564626,"2,345","6,213",718
2025-11-18,ios,WTA,1840,458,1394,187,85,0,0,0.142857143,0.2,0,14496,2592,0,193.5755435,1.408695652,5.592592593,0,0,0.233152174,0.248913043,0.757608696,0.101630435,85,2025-W47,Nov-25,17-Nov-2025,11-Nov-2025,19-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,8.14,27.80,0.00,"356,179.00",0.00,0.00,429.00,0.222222222,0.222222222,0.000000000,57,139,"4,152"
2025-11-18,ios,paid,5835,1360,4699,292,72,0,0,0.401360544,0.293948127,0.396226415,79300,16435,12,479.097515,2.816623822,4.825068451,0.376237624,0.168316832,0.35235647,0.233076264,0.805312768,0.050042845,72,2025-W47,Nov-25,17-Nov-2025,11-Nov-2025,19-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,48.56,74.66,0.00,"2,795,534.00",27.09,12.12,"2,056.00",0.514851485,0.326732673,0.267326733,121,254,0
2025-11-18,ios,organic,276411,44360,239891,14314,1990,0,0,0.371517028,0.201900238,0.278156997,3080155,562561,129,350.6351194,2.035233764,5.475237352,0.395967742,0.142741935,0.240619946,0.160485654,0.867877906,0.051785204,1990,2025-W47,Nov-25,17-Nov-2025,11-Nov-2025,19-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,779.44,"1,220.29",43.95,"96,919,403.99",787.98,284.06,"66,510.00",0.343548387,0.282258065,0.208064516,"2,098","6,044",158
2025-11-18,android,others,2247,1021,628,867,125,45,525,0.226495726,0.13449848,0.057250471,16853,3820,10,387.5812194,1.700044504,4.411780105,0.705279748,0.094562648,0.394748554,0.454383623,0.279483756,0.385847797,80,2025-W47,Nov-25,17-Nov-2025,11-Nov-2025,19-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,25.82,19.23,7.44,"870,895.00",88.16,11.82,887.00,0.156028369,0.101654846,0.056737589,114,143,130
2025-11-18,android,organic,215438,68601,130607,52108,2935,2616,265,0.274702172,0.142790262,0.11509716,2561355,519000,576,388.3120434,2.409045758,4.93517341,0.603283174,0.196990424,0.334481382,0.318425719,0.606239382,0.241870051,319,2025-W47,Nov-25,17-Nov-2025,11-Nov-2025,19-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,810.92,610.86,16.69,"83,657,170.01","1,770.64",578.17,"72,060.00",0.311901505,0.191518468,0.087551300,"2,952","4,278",145
2025-11-18,android,WTA,15031,7578,3037,5976,763,320,43,0.204545455,0.082474227,0.039039039,92104,23366,31,208.3426252,1.554520657,3.941795772,0.757575758,0.141414141,0.242698423,0.504158073,0.202049099,0.397578338,443,2025-W47,Nov-25,17-Nov-2025,11-Nov-2025,19-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,60.34,42.72,115.83,"3,131,598.00",578.03,107.90,"3,648.00",0.151515152,0.070707071,0.060606061,295,518,"2,967"
2025-11-18,ios,others,741,218,499,109,1,0,0,0.333333333,0.168831169,0.166666667,4995,848,0,174.7125506,1.14439946,5.890330189,0.387096774,0.032258065,0.176788124,0.294197031,0.673414305,0.147098516,1,2025-W47,Nov-25,17-Nov-2025,11-Nov-2025,19-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,0.00,2.87,272.00,"129,462.00",0.39,0.03,131.00,0.129032258,0.064516129,0.096774194,0,17,"1,632"
2025-11-18,android,All,278377,101689,153393,66115,4168,5260,880,0.159357812,0.078101072,0.03697479,3010100,623975,767,353.8392611,2.241474691,4.824071477,0.655365372,0.142857143,0.313100579,0.365292391,0.551026126,0.237501661,-1092,2025-W47,Nov-25,17-Nov-2025,11-Nov-2025,19-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,"1,103.23",963.53,403.99,"98,500,711.99","2,731.56",595.43,"87,160.00",0.229470951,0.143135346,0.071080818,"6,923","12,337","10,926"
2025-11-18,android,paid,45662,24489,19122,7164,345,2279,47,0.105238541,0.054075412,0.019980767,339788,77789,150,237.4194954,1.703582848,4.368072607,0.553784861,0.047808765,0.231374009,0.53631028,0.418772721,0.156891945,-1934,2025-W47,Nov-25,17-Nov-2025,11-Nov-2025,19-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,374.86,400.05,27.75,"10,841,049.00",191.06,16.49,"10,565.00",0.151394422,0.099601594,0.051792829,"3,562","7,398","1,389"
2025-11-18,ios,All,284763,46391,246426,14901,2148,0,0,0.372789116,0.209613869,0.278930131,3178946,582398,141,351.8735896,2.045202502,5.458373827,0.393740902,0.141921397,0.242654418,0.162910912,0.865372257,0.052327725,2148,2025-W47,Nov-25,17-Nov-2025,11-Nov-2025,19-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,848.47,"1,352.85",246.02,"100,200,579.00",845.76,304.85,"69,099.00",0.350470673,0.280231716,0.208544533,"2,276","6,454",882
2025-11-19,android,others,2168,1009,607,841,127,57,287,0.156028369,0.167377399,0.11291866,15798,3628,15,379.2555351,1.673431734,4.35446527,0.652272727,0.111363636,0.404059041,0.465405904,0.27998155,0.387915129,70,2025-W47,Nov-25,18-Nov-2025,12-Nov-2025,20-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,19.50,20.92,14.91,"822,226.00",82.84,14.14,876.00,0.219318182,0.137500000,0.061363636,125,125,132
2025-11-19,android,WTA,14981,7263,2979,6150,359,285,24,0.151515152,0.067307692,0.052023121,87747,23182,22,199.1782258,1.547426741,3.785135019,0.646341463,0.12195122,0.241038649,0.484814098,0.198851879,0.410519992,74,2025-W47,Nov-25,18-Nov-2025,12-Nov-2025,20-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,115.61,22.55,290.65,"2,983,889.00",232.04,43.78,"3,611.00",0.158536585,0.085365854,0.024390244,763,335,"5,587"
2025-11-19,android,organic,213567,68064,128426,52589,2944,2625,237,0.311901505,0.117099135,0.107484076,2477022,511344,560,378.7174563,2.394302491,4.844140148,0.590681004,0.203584229,0.337514691,0.318700923,0.601338222,0.246241226,319,2025-W47,Nov-25,18-Nov-2025,12-Nov-2025,20-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,915.43,335.14,12.90,"80,881,550.99","1,738.96",599.35,"72,082.00",0.314695341,0.187096774,0.094623656,"2,935","2,862",120
2025-11-19,ios,WTA,1830,455,1390,186,81,0,0,0.222222222,0,0,13490,2437,0,188.4551913,1.331693989,5.53549446,0.266666667,0,0.224043716,0.24863388,0.759562842,0.101639344,81,2025-W47,Nov-25,18-Nov-2025,12-Nov-2025,20-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,18.89,0.00,0.00,"344,873.00",21.60,0.00,410.00,0.066666667,0.000000000,0.000000000,85,88,1
2025-11-19,ios,paid,5676,1269,4601,285,57,0,0,0.514851485,0.294117647,0.5,76232,15855,10,462.5116279,2.793340381,4.808073163,0.392405063,0.088607595,0.352008457,0.223572939,0.810606061,0.050211416,57,2025-W47,Nov-25,18-Nov-2025,12-Nov-2025,20-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,37.07,35.59,0.00,"2,625,216.00",22.37,5.05,"1,998.00",0.405063291,0.354430380,0.202531646,72,121,0
2025-11-19,ios,organic,271096,42924,235931,13613,1821,0,0,0.343548387,0.249209361,0.257216164,2982755,544297,111,343.7412762,2.007764777,5.480013669,0.420240137,0.13464837,0.24239015,0.158335055,0.870285803,0.050214684,1821,2025-W47,Nov-25,18-Nov-2025,12-Nov-2025,20-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,683.66,689.81,21.09,"93,186,885.01",765.26,245.19,"65,711.00",0.334476844,0.264150943,0.216123499,"1,990","2,768",82
2025-11-19,android,paid,43837,23549,18126,6965,272,1953,33,0.151394422,0.046187874,0.019888055,322376,74290,125,236.1514702,1.694687136,4.339426572,0.46875,0.046875,0.23785843,0.537194607,0.413486324,0.158884048,-1681,2025-W47,Nov-25,18-Nov-2025,12-Nov-2025,20-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,52.23,298.88,0.80,"10,352,172.00",127.50,12.75,"10,427.00",0.197916667,0.088541667,0.031250000,345,"6,471",40
2025-11-19,ios,others,736,218,507,93,0,0,0,0.129032258,0.081081081,0,4384,783,0,144.3940217,1.063858696,5.598978289,0.44,0.04,0.1875,0.296195652,0.688858696,0.126358696,0,2025-W47,Nov-25,18-Nov-2025,12-Nov-2025,20-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,0.13,0.24,0.00,"106,274.00",0.00,0.00,138.00,0.200000000,0.040000000,0.040000000,1,3,2
2025-11-19,android,All,274552,99885,150137,66545,3702,4920,581,0.229470951,0.067930799,0.039462791,2902943,612444,722,346.1633425,2.230703109,4.739932141,0.614433812,0.159888357,0.316861651,0.363810863,0.546843585,0.242376672,-1218,2025-W47,Nov-25,18-Nov-2025,12-Nov-2025,20-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,956.43,665.25,384.56,"95,039,838.01","2,274.63",591.91,"86,995.00",0.267948215,0.159278148,0.076108278,"4,168","9,793","9,745"
2025-11-19,ios,All,279327,44866,242420,14175,1959,0,0,0.350470673,0.248747913,0.259887006,3076861,563367,121,344.6256466,2.016872698,5.461557031,0.420062696,0.129310345,0.244358762,0.16062178,0.867871706,0.050746974,1959,2025-W47,Nov-25,18-Nov-2025,12-Nov-2025,20-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,752.81,741.27,180.62,"96,263,247.99",822.90,253.32,"68,256.00",0.333073930,0.262256809,0.209338521,"2,148","2,980",695
2025-11-20,ios,paid,5676,1238,4615,287,88,0,0,0.405063291,0.346153846,0.409090909,77372,15853,10,461.9985906,2.79298802,4.880590425,0.420168067,0.176470588,0.353770261,0.218111346,0.813072586,0.050563777,88,2025-W47,Nov-25,19-Nov-2025,13-Nov-2025,21-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,23.09,42.23,0.00,"2,622,304.00",36.97,15.53,"2,008.00",0.563025210,0.285714286,0.218487395,57,122,0
2025-11-20,android,organic,210290,65393,127728,52769,2895,2298,265,0.314695341,0.096034696,0.107564192,2496052,504368,540,372.9345808,2.398440249,4.948870666,0.624911536,0.187544232,0.339160207,0.310965809,0.607389795,0.250934424,597,2025-W47,Nov-25,19-Nov-2025,13-Nov-2025,21-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,926.46,280.23,14.31,"78,424,413.00","1,809.12",542.94,"71,322.00",0.334041047,0.164897381,0.101910828,"2,944","2,918",133
2025-11-20,android,paid,43861,23543,18192,6977,229,1944,23,0.197916667,0.036986872,0.019205996,327578,73983,124,229.6048426,1.686760448,4.427746915,0.392156863,0.091503268,0.235106359,0.536763868,0.414764825,0.159070701,-1715,2025-W47,Nov-25,19-Nov-2025,13-Nov-2025,21-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,53.83,280.80,0.81,"10,070,698.00",89.80,20.95,"10,312.00",0.183006536,0.078431373,0.078431373,272,"7,592",42
2025-11-20,android,WTA,14709,7273,2917,5998,323,290,21,0.158536585,0.041666667,0.067039106,86682,22606,34,192.2607927,1.536882181,3.834468725,0.6375,0.225,0.241824733,0.494459175,0.198313957,0.407777551,33,2025-W47,Nov-25,19-Nov-2025,13-Nov-2025,21-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,56.91,13.13,2.55,"2,827,964.00",205.91,72.68,"3,557.00",0.162500000,0.125000000,0.025000000,359,315,38
2025-11-20,android,All,271077,97233,149469,66606,3594,4571,475,0.267948215,0.057413959,0.039374326,2926682,604609,722,339.8384444,2.230395792,4.840619309,0.609413708,0.171345995,0.317548151,0.358691442,0.551389458,0.245708784,-977,2025-W47,Nov-25,19-Nov-2025,13-Nov-2025,21-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,991.94,629.08,379.02,"92,122,385.99","2,190.23",615.82,"86,080.00",0.301170771,0.148163101,0.092854259,"3,702","10,957","9,626"
2025-11-20,android,others,2217,1024,632,862,147,39,166,0.219318182,0.177304965,0.110880829,16370,3652,24,360.5372124,1.647271087,4.482475356,0.580024067,0.141997593,0.400992332,0.461885431,0.285069914,0.388813712,108,2025-W47,Nov-25,19-Nov-2025,13-Nov-2025,21-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,27.85,23.40,14.08,"799,311.00",85.26,20.87,889.00,0.280385078,0.134777377,0.086642599,127,132,127
2025-11-20,ios,All,277765,44409,241237,14186,1945,0,0,0.33307393,0.23633157,0.270420792,3028485,559371,130,333.4649686,2.013828236,5.414090112,0.403395311,0.154405821,0.244296438,0.159879754,0.868493151,0.051071949,1945,2025-W47,Nov-25,19-Nov-2025,13-Nov-2025,21-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,652.49,658.18,200.38,"92,624,897.00",784.60,300.32,"67,857.00",0.382022472,0.267255217,0.223916533,"1,959","2,785",741
2025-11-20,ios,others,737,196,501,127,1,0,0,0.2,0.128205128,0.1,4488,780,0,162.7218453,1.05834464,5.753846154,0.5,0.071428571,0.179104478,0.265943012,0.679782904,0.172320217,1,2025-W47,Nov-25,19-Nov-2025,13-Nov-2025,21-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,0.00,0.00,0.80,"119,926.00",0.50,0.07,132.00,0.071428571,0.035714286,0.071428571,0,0,8
2025-11-20,ios,organic,269547,42493,234768,13609,1785,0,0,0.334476844,0.228304406,0.267224726,2932641,540277,119,332.2072737,2.004388845,5.428032287,0.395795247,0.153564899,0.242328796,0.157645976,0.870972409,0.050488412,1785,2025-W47,Nov-25,19-Nov-2025,13-Nov-2025,21-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,609.08,592.91,"1,506.35","89,545,474.00",706.49,274.11,"65,319.00",0.369287020,0.270566728,0.228519196,"1,821","2,597","5,637"
2025-11-20,ios,WTA,1808,482,1355,164,71,0,0,0.066666667,0.125,0.333333333,13984,2464,1,186.5005531,1.362831858,5.675324675,0.4,0,0.220132743,0.26659292,0.749446903,0.090707965,71,2025-W47,Nov-25,19-Nov-2025,13-Nov-2025,21-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,5.40,8.25,48.00,"337,193.00",28.40,0.00,398.00,0.600000000,0.400000000,0.200000000,81,66,144
2025-11-21,android,WTA,16144,8162,3029,6662,598,298,36,0.1625,0.101010101,0.064171123,99295,25151,33,191.8126239,1.557916254,3.947954356,0.71559633,0.110091743,0.234018831,0.505574827,0.187623885,0.412661051,300,2025-W47,Nov-25,20-Nov-2025,14-Nov-2025,22-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,52.49,276.57,1.80,"3,096,623.00",427.93,65.83,"3,778.00",0.165137615,0.091743119,0.009174312,323,"2,738",28
2025-11-21,android,others,2362,1161,617,907,129,62,442,0.280385078,0.111354309,0.117647059,17650,4010,11,360.6761219,1.697713802,4.401496259,0.692640693,0.077056277,0.389077053,0.491532599,0.261219306,0.383996613,67,2025-W47,Nov-25,20-Nov-2025,14-Nov-2025,22-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,41.22,35.30,3.53,"851,917.00",89.35,9.94,919.00,0.174891775,0.098701299,0.058008658,147,317,30
2025-11-21,ios,organic,283604,57611,238450,16197,1966,0,0,0.36928702,0.427571352,0.268512111,3204069,585339,104,322.9155054,2.063930692,5.473868989,0.397736459,0.147130154,0.238811864,0.203138884,0.840785038,0.057111324,1966,2025-W47,Nov-25,20-Nov-2025,14-Nov-2025,22-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,659.18,"2,921.60",116.27,"91,580,128.99",781.95,289.26,"67,728.00",0.315278901,0.270008084,0.203718674,"1,785","6,833",433
2025-11-21,android,organic,223197,74641,130527,57200,2952,2541,226,0.334041047,0.139771283,0.113700565,2723239,531730,527,354.5602987,2.382334888,5.121469543,0.59009009,0.18993994,0.331285815,0.334417577,0.584806247,0.256275846,411,2025-W47,Nov-25,20-Nov-2025,14-Nov-2025,22-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,967.05,629.53,8.30,"79,136,794.99","1,741.95",560.70,"73,942.00",0.304054054,0.167417417,0.096846847,"2,895","4,504",73
2025-11-21,android,paid,47252,27012,17887,7703,187,1780,13,0.183006536,0.04317735,0.022947417,350120,80157,94,215.8567045,1.69637264,4.367927941,0.516949153,0.033898305,0.2326674,0.571658343,0.378544823,0.163019555,-1593,2025-W47,Nov-25,20-Nov-2025,14-Nov-2025,22-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,41.91,522.27,175.16,"10,199,661.00",96.67,6.34,"10,994.00",0.203389831,0.067796610,0.025423729,229,"12,096","7,633"
2025-11-21,ios,paid,6251,1684,4858,339,105,0,0,0.56302521,0.384615385,0.277777778,85844,17442,19,423.8619421,2.790273556,4.921683293,0.487341772,0.14556962,0.341705327,0.269396896,0.777155655,0.054231323,105,2025-W47,Nov-25,20-Nov-2025,14-Nov-2025,22-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,49.55,114.62,0.00,"2,649,561.00",51.17,15.28,"2,136.00",0.468354430,0.335443038,0.265822785,88,298,0
2025-11-21,ios,WTA,1990,612,1421,219,77,0,0,0.6,0.148148148,0,15794,2866,2,182.7432161,1.440201005,5.510816469,0.388888889,0.111111111,0.225628141,0.307537688,0.714070352,0.110050251,77,2025-W47,Nov-25,20-Nov-2025,14-Nov-2025,22-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,42.60,44.00,0.00,"363,659.00",29.94,8.56,449.00,0.111111111,0.000000000,0.000000000,71,297,138
2025-11-21,ios,others,797,244,547,124,0,0,0,0.071428571,0.041666667,0.142857143,5541,934,2,166.0840652,1.171894605,5.93254818,0.523809524,0.119047619,0.183186951,0.306148055,0.686323714,0.155583438,0,2025-W47,Nov-25,20-Nov-2025,14-Nov-2025,22-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,0.07,0.33,175.29,"132,369.00",0.00,0.00,146.00,0.119047619,0.095238095,0.095238095,1,8,"1,227"
2025-11-21,ios,All,292640,60151,245275,16878,2148,0,0,0.382022472,0.421989355,0.267019167,3311248,606579,127,323.6936782,2.072782258,5.458889938,0.412983425,0.14640884,0.240766812,0.205546063,0.838145845,0.057674959,2148,2025-W47,Nov-25,20-Nov-2025,14-Nov-2025,22-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,743.03,"3,137.91",221.36,"94,725,717.99",887.09,314.49,"70,458.00",0.323711340,0.268728522,0.204810997,"1,945","7,436",829
2025-11-21,android,All,288955,110976,152060,72472,3866,4681,717,0.301170771,0.069161236,0.042426966,3190304,641048,665,322.8357218,2.218504611,4.976700653,0.644618834,0.133781764,0.31019709,0.384059802,0.52624111,0.250807219,-815,2025-W47,Nov-25,20-Nov-2025,14-Nov-2025,22-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,"1,082.41","1,359.36",504.58,"93,284,995.99","2,492.10",517.20,"89,633.00",0.239130435,0.130803242,0.073691968,"3,594","19,655","11,893"
2025-11-22,ios,others,751,211,534,96,0,0,0,0.119047619,0.066666667,0.285714286,5169,792,0,183.5605859,1.054593875,6.526515152,0.387096774,0.161290323,0.183754993,0.280958722,0.711051931,0.127829561,0,2025-W47,Nov-25,21-Nov-2025,15-Nov-2025,23-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,0.00,0.07,168.00,"137,854.00",0.00,0.00,138.00,0.064516129,0.064516129,0.032258065,0,1,588
2025-11-22,ios,WTA,1854,477,1372,189,59,0,0,0.111111111,0.25,0,14336,2494,0,181.5512406,1.345199569,5.74819567,0.428571429,0,0.233549083,0.257281553,0.740021575,0.101941748,59,2025-W47,Nov-25,21-Nov-2025,15-Nov-2025,23-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,8.56,20.75,0.00,"336,596.00",25.29,0.00,433.00,0.000000000,0.000000000,0.000000000,77,83,46
2025-11-22,android,organic,207557,65903,124340,51458,2714,2443,242,0.304054054,0.11746988,0.098336949,2622918,490960,514,371.3697539,2.36542251,5.342427082,0.60077821,0.186770428,0.338456424,0.317517598,0.599064353,0.247922258,271,2025-W47,Nov-25,21-Nov-2025,15-Nov-2025,23-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,897.57,368.15,1.08,"77,080,392.01","1,630.51",506.89,"70,249.00",0.301945525,0.159533074,0.096498054,"2,952","3,134",11
2025-11-22,android,others,2066,980,584,780,124,30,187,0.174891775,0.086046512,0.041628959,15846,3472,11,391.1306873,1.68054211,4.563940092,0.591666667,0.115277778,0.402226525,0.474346563,0.28267183,0.377541142,94,2025-W47,Nov-25,21-Nov-2025,15-Nov-2025,23-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,22.56,10.76,10.66,"808,076.00",73.37,14.29,831.00,0.244444444,0.134722222,0.083333333,129,125,256
2025-11-22,ios,organic,270244,45102,233511,14360,1851,0,0,0.315278901,0.402158611,0.263229308,3090761,537334,119,336.5413256,1.988329066,5.752029464,0.400530504,0.145004421,0.241633487,0.166893622,0.864074688,0.053137165,1851,2025-W47,Nov-25,21-Nov-2025,15-Nov-2025,23-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,619.84,993.73,36.59,"90,948,274.00",741.38,268.40,"65,300.00",0.335985853,0.269672856,0.213085765,"1,966","2,471",139
2025-11-22,ios,paid,5787,1358,4610,287,71,0,0,0.46835443,0.398496241,0.343283582,80994,15796,14,459.6428201,2.729566269,5.127500633,0.371428571,0.171428571,0.347848626,0.234663902,0.796613098,0.049593917,71,2025-W47,Nov-25,21-Nov-2025,15-Nov-2025,23-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,49.18,39.85,0.00,"2,659,953.00",26.37,12.17,"2,013.00",0.466666667,0.352380952,0.238095238,105,100,0
2025-11-22,android,paid,43107,23934,16877,6869,185,1854,23,0.203389831,0.031768253,0.02358589,326094,72408,112,225.6508456,1.67972719,4.503563142,0.465116279,0.07751938,0.234022317,0.55522305,0.391514139,0.15934767,-1669,2025-W47,Nov-25,21-Nov-2025,15-Nov-2025,23-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,38.03,216.28,34.25,"9,727,131.00",86.05,14.34,"10,088.00",0.155038760,0.038759690,0.031007752,187,"6,808","1,452"
2025-11-22,ios,All,278634,47148,240026,14931,1981,0,0,0.32371134,0.399212943,0.264573991,3191260,556415,133,337.6568437,1.996938636,5.735395343,0.400790514,0.147826087,0.24363143,0.169211223,0.861438303,0.053586425,1981,2025-W47,Nov-25,21-Nov-2025,15-Nov-2025,23-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,695.33,"1,059.91",220.65,"94,082,676.99",793.97,292.84,"67,884.00",0.338304553,0.270015699,0.209576138,"2,148","2,655",834
2025-11-22,android,WTA,14746,7385,2895,5869,293,311,26,0.165137615,0.040697674,0.063636364,92081,22503,27,196.6623491,1.52604096,4.091943296,0.682352941,0.117647059,0.241014512,0.50081378,0.196324427,0.398006239,-18,2025-W47,Nov-25,21-Nov-2025,15-Nov-2025,23-Oct-2025,2025-W47,2025-W46,2025-W43,Nov-25,Nov-25,Oct-25,98.75,47.17,10.25,"2,899,983.00",199.93,34.47,"3,554.00",0.152941176,0.082352941,0.035294118,598,"1,159",161
